"taxon_name";"frequency";"ornamental";"crop";"wild";"cultivated";"native";"range";"trend";"threat_2018";"threat_1998"
"Symphytum ibiricum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Symplocarpus foetidus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tagetes lucida";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Tagetes minuta";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Tagetes tenuifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tagetes erecta";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tanacetum argenteum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tanacetum corymbosum";"z";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"*"
"Tanacetum balsamita";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Tanacetum coccineum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tanacetum vulgare";"v";"ornamental";"crop";"W";"yes";"native";"sh";"=";"*";"*"
"Tanacetum macrophyllum";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Tanacetum parthenium";"v";"ornamental";"crop";"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Tanacetum haradjanii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tanacetum cinerariifolium";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Tanacetum densum subsp. amani";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tanacetum millefolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tanakaea radicans";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Taraxacum lundevallii";"v";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Telekia speciosa";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Telesonix jamesii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tellima grandiflora";"z";"ornamental";NA;NA;"yes";"established non-native";"nb";NA;"nb";"kN"
"Tetragonia tetragonoides";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Teucrium scorodonia";"s";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*"
"Teucrium hircanicum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Teucrium chamaedrys";"z";"ornamental";NA;"W";"yes";"native";"mh";"<";"*";"*"
"Teucrium montanum";"z";"ornamental";NA;"W";"yes";"native";"s";"<";"V";"V"
"Teucrium pyrenaicum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Teucrium polium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thalictrum alpinum";"s";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Thalictrum delavayi var. delavayi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thalictrum aquilegiifolium";"z";"ornamental";NA;"W";"yes";"native";"mh";"<";"*";"V"
"Thalictrum flavum";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"V"
"Thermopsis lanceolata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thermopsis villosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thermopsis montana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thladiantha dubia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thunbergia alata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymophylla tenuiloba";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus villosus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus membranaceus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus cherlerioides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus vulgaris";"v";"ornamental";"crop";"W";"yes";"transient";NA;NA;NA;"*"
"Thymus × citriodorus";"v";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Thymus caespititius";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus pulegioides";"v";"ornamental";"crop";"W";"yes";"native";"h";"<";"*";"*"
"Thymus richardii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus herba-barona";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus pannonicus";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Thymus oenipontanus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus thracicus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus longicaulis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Thymus serpyllum";"z";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"V"
"Thymus praecox";"z";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Tiarella polyphylla";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tiarella wherryi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tiarella cordifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tiarella trifoliata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tigridia pavonia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tithonia rotundifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tolmiea menziesii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tolpis barbata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Torenia fournieri";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Townsendia formosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Townsendia incana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Townsendia exscapa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Townsendia rothrockii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Townsendia parryi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Townsendia florifera";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Townsendia grandiflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trachelium caeruleum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trachystemon orientalis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tragopogon porrifolius";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Trapa natans";"s";"ornamental";NA;"W";"yes";"native";"ss";"<<";"2";"2"
"Trautvetteria caroliniensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tricyrtis macrantha";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tricyrtis latifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tricyrtis macropoda";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tricyrtis hirta";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tricyrtis formosana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trifolium hybridum";"z";NA;"crop";"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Trifolium aureum";"s";NA;"crop";"W";"yes";"native";"mh";"<";"V";"V"
"Trifolium dubium";"s";NA;"crop";"W";"yes";"native";"sh";"=";"*";"*"
"Trifolium resupinatum";"z";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Trifolium fragiferum";"s";NA;"crop";"W";"yes";"native";"mh";"<";"V";"V"
"Trifolium alexandrinum";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Trifolium repens";"v";NA;"crop";"W";"yes";"native";"sh";"=";"*";"*"
"Trifolium incarnatum";"z";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Trifolium pratense";"v";NA;"crop";"W";"yes";"native";"sh";"=";"*";"*"
"Trigonella caerulea";"z";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Trigonella foenum-graecum";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Trillium recurvatum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium sessile";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium chloropetalum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium luteum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium cuneatum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium kurabayashii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium cernuum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium catesbaei";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium nivale";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium undulatum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium grandiflorum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trillium erectum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Triosteum pinnatifidum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Triosteum perfoliatum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Triosteum himalayanum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tripidium ravennae";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tripleurospermum maritimum";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Tripsacum dactyloides";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Trisetum flavescens";"v";NA;"crop";"W";"yes";"native";"h";"<";"*";"*"
"Triteleia hyacinthina";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Triteleia ixioides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Triteleia laxa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Triteleia peduncularis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Triticum monococcum";"z";NA;"crop";"W";"yes";NA;NA;NA;NA;NA
"Triticum turgidum";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Triticum aestivum";"v";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Tritonia crocata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trollius acaulis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trollius chinensis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trollius asiaticus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trollius pumilus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trollius yunnanensis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tropaeolum majus";"v";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Tropaeolum minus";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tropaeolum peltophorum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tropaeolum peregrinum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tropaeolum tuberosum";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Tropaeolum speciosum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tropaeolum azureum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tuberaria guttata";"s";"ornamental";NA;"W";"yes";"native";"es";"<";"1";"1"
"Tulbaghia violacea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa humilis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa turkestanica";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa biflora";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa saxatilis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa orphanidea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa urumiensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa sylvestris";"z";"ornamental";NA;"W";"yes";"established non-native";"s";"<";"3";"3"
"Tulipa dasystemon";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa sprengeri";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa greigii";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa praestans";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa kaufmanniana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa lanata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa undulatifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa fosteriana";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa ostrowskiana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa kolpakowskiana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa linifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa clusiana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa agenensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa armena";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Tulipa gesneriana";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Typha minima";"z";"ornamental";NA;"W";"yes";"native";"ex";NA;"0";"1"
"Typha angustifolia";"z";"ornamental";NA;"W";"yes";"native";"h";"<";"*";"*"
"Typha laxmannii";"s";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Typha latifolia";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Typha shuttleworthii";"s";"ornamental";NA;"W";"yes";"native";"ss";"<<";"2";"2"
"Urospermum dalechampii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ursinia speciosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ursinia anethoides";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ursinia anthemoides";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Urtica urens";"s";NA;"crop";"W";"yes";"native";"h";">";"*";"*"
"Urtica dioica";"s";NA;"crop";"W";"yes";"native";"sh";">";"*";"*"
"Uvularia sessilifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Uvularia grandiflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Uvularia perfoliata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vaccinium macrocarpon";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Vaccinium oxycoccos";"s";"ornamental";NA;"W";"yes";"native";"mh";"<<";"3";"3"
"Vaccinium vitis-idaea";"s";"ornamental";"crop";NA;"yes";"native";"h";"<";"*";"*"
"Vaccinium corymbosum";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Vaccinium uliginosum";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"V"
"Vaccinium myrtillus";"s";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Vaccinium arctostaphylos";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Valeriana officinalis";"s";NA;"crop";"W";"yes";"native";"h";"=";"*";"*"
"Valeriana phu";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Valeriana pyrenaica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Valeriana tripteris";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Valeriana supina";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Valeriana alliariifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Valeriana saxatilis";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Valeriana montana";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Vancouveria hexandra";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veratrum nigrum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veratrum maackii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veratrum viride";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veratrum californicum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veratrum album";"z";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Verbascum longifolium";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbascum phoeniceum";"s";"ornamental";NA;"W";"yes";"native";"ss";"<";"2";"3"
"Verbascum nigrum";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Verbascum olympicum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbascum densiflorum";"s";"ornamental";"crop";NA;"yes";"native";"h";"=";"*";"*"
"Verbascum phlomoides";"z";"ornamental";"crop";NA;"yes";"native";"mh";"=";"*";"*"
"Verbena canadensis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbena bipinnatifida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbena rigida";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbena bonariensis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbena peruviana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbesina encelioides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbesina occidentalis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbesina alternifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Verbesina helianthoides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vernonia gigantea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vernonia noveboracensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vernonia arkansana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Stokesia laevis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica gentianoides";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica beccabunga";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Veronica austriaca";"z";"ornamental";NA;"W";"yes";"native";"ss";"<";"2";"3"
"Veronica teucrium";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"V"
"Veronica chamaedrys";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Veronica urticifolia";"z";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Veronica filiformis";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Veronica schmidtiana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica armena";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica bombycina";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica surculosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica polifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica cinerea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica aphylla";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Veronica fruticulosa";"z";"ornamental";NA;"W";"yes";"native";"es";"?";"R";"R"
"Veronica fruticans";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Veronica allionii";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica repens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica orientalis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica prostrata";"z";"ornamental";NA;"W";"yes";"native";"s";"<";"3";"3"
"Viburnum tinus";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vicia unijuga";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vicia faba";"v";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Vicia villosa";"z";NA;"crop";"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Vicia pannonica";"s";NA;"crop";"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Vicia sativa";"z";NA;"crop";"W";"yes";"transient";NA;NA;NA;"*"
"Vinca herbacea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vinca minor";"v";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*"
"Vinca major";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Vincetoxicum hirundinaria";"s";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*"
"Vincetoxicum nigrum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola pedatifida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola palmata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola pedata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola dissecta";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola lanceolata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola tricolor subsp. tricolor";"z";"ornamental";"crop";"W";"yes";NA;NA;NA;NA;NA
"Viola biflora";NA;"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Viola alpina";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola calcarata";"s";"ornamental";NA;"W";"yes";"native";"es";"=";"R";"*"
"Viola cornuta";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola gracilis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola lutea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola elatior";"s";"ornamental";NA;"W";"yes";"native";"s";"<<";"2";"2"
"Viola rupestris";"z";"ornamental";NA;"W";"yes";"native";"s";"<<";"2";"3"
"Viola riviniana";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Viola reichenbachiana";"v";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Viola jooi";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola cucullata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola septentrionalis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola sororia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Viola palustris";"s";"ornamental";NA;"W";"yes";"native";"h";"<";"*";"V"
"Viola suavis";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Viola alba";"z";"ornamental";NA;"W";"yes";"native";"ss";"=";"3";"V"
"Viola odorata";"v";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*"
"Wahlenbergia capensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Waldsteinia geoides";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Waldsteinia ternata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Woodsia alpina";"s";"ornamental";NA;"W";"yes";"native";"es";"=";"R";"R"
"Wulfenia carinthiaca";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Wulfenia baldaccii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Xanthorhiza simplicissima";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Xeranthemum annuum";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Yucca glauca";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Yucca filamentosa";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Zantedeschia albomaculata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Zantedeschia elliottiana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Zea mays";"v";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Zenobia pulverulenta";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Zinnia angustifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Zinnia haageana";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Zinnia peruviana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Zizania aquatica";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Callianthe megapotamica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Callianthe picta";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Corynabutilon vitifolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Koenigia mollis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Koenigia polystachya";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Koenigia campanulata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Adenophora khasiana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Adenostyles alpina subsp. alpina";"s";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Noccaea oppositifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Aira elegans";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Alkanna tinctoria subsp. tinctoria";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Allium farreri";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hormathophylla spinosa";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Aurinia saxatilis";"v";"ornamental";NA;"W";"yes";"native";"ss";"<";"3";"3"
"Odontarrhena muralis";"z";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Amaranthus caudatus";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Amaranthus tricolor";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Galearis rotundifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Calamagrostis arenaria";"v";NA;"crop";"W";"yes";"native";"s";"=";"*";"*"
"Lysimachia monelli";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Lysimachia tenella";"s";"ornamental";NA;"W";"yes";"native";"es";"<<";"2";"1"
"Lysimachia buxifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Andromeda polifolia var. latifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
