"taxon_name";"frequency";"ornamental";"crop";"wild";"cultivated";"native";"range";"trend";"threat_2018";"threat_1998";"PlantGrowthForm"
"Rubus acanthodes";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus adornatoides";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus adscitus";NA;NA;NA;NA;NA;"native";"es";"=";"R";"kN";NA
"Rubus adspersus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus affinis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus agricastrorum";NA;NA;NA;NA;NA;"native";"es";"?";"R";"2";NA
"Rubus aggregatus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Rubus albiflorus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus allegheniensis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"shrub"
"Rubus ambrosius";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus ambulans";NA;NA;NA;NA;NA;"native";"s";"?";"*";"*";NA
"Rubus amiantinus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus amisiensis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus ammobius";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Rubus amphistrophos";NA;NA;NA;NA;NA;"native";"ss";"?";"G";"kN";NA
"Rubus anisacanthopsis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus anisacanthos";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"*";NA
"Rubus aphananthus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"kN";NA
"Rubus apricus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus arduennensis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus armeniacus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"shrub"
"Rubus arrhenii";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus arrheniiformis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus asperidens";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus atrichantherus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus atrovinosus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus austroslovacus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus axillaris";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Rubus balticus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"*";NA
"Rubus barberi";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"0";NA
"Rubus barrandienicus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus bavaricus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus bertramii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Rubus betckei";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus bifrons";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus bombycinus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus bonus-henricus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus bovinus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus braeuckeri";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus braeuckeriformis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus bregutiensis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"G";NA
"Rubus buhnensis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus caflischii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus calyculatus";NA;NA;NA;NA;NA;"native";"es";"=";"R";"*";NA
"Rubus canaliculatus";NA;NA;NA;NA;NA;"native";"ss";"?";"G";"*";NA
"Rubus canescens";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";"shrub"
"Rubus caninitergi";NA;NA;NA;NA;NA;"native";"s";"=";"*";"kN";NA
"Rubus cardiophyllus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*";"shrub"
"Rubus carduelis";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus chaerophyllus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus chloocladus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus chlorothyrsos";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Rubus christiansenorum";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*";NA
"Rubus cimbricus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus cinerascens";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus circipanicus";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Rubus clusii";NA;NA;NA;NA;NA;"native";"s";"=";"V";"kN";NA
"Rubus cochlearis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus condensatiformis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus condensatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus confusidens";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*";NA
"Rubus conothyrsoides";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus conspicuus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus constrictus";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Rubus correctispinosus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Rubus costifolius";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Rubus crassidens";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus cubirianus";NA;NA;NA;NA;NA;"native";"ss";">";"*";"nb";NA
"Rubus dasyphyllus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Rubus dechenii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus desarmatus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus devitatus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus distortifolius";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus distractus";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Rubus divaricatus";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";"shrub"
"Rubus doerrii";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"kN";NA
"Rubus drejeri";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus edeesii";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus egregius";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Rubus eiderianus";NA;NA;NA;NA;NA;"native";"es";"<";"2";"3";NA
"Rubus eifeliensis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus elatior";NA;NA;NA;NA;NA;"native";"s";"(<)";"G";"*";NA
"Rubus elegans";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus elegantispinosus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus epipsilos";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus erubescens";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus erythrocomus";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus euryanthemus";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"*";NA
"Rubus fissipetalus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"kN";NA
"Rubus flaccidus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus foliosus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus frederici";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"2";NA
"Rubus fuscus";NA;NA;NA;NA;NA;"native";"s";"?";"D";"*";NA
"Rubus galeatus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus gelertii";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Rubus geminatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"G";NA
"Rubus geniculatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Rubus glandisepalus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"R";NA
"Rubus glandithyrsos";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus glaucovirens";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus goniophorus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus grabowskii";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus gracilis";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus gratus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus gremlii";NA;NA;NA;NA;NA;"native";"es";"?";"R";"*";NA
"Rubus guentheri";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Rubus guestphalicus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*";NA
"Rubus guttifer";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus haeupleri";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus hassicus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus hastifer";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Rubus henkeri";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus henrici-egonis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus henrici-weberi";NA;NA;NA;NA;NA;"native";"es";"=";"R";"kN";NA
"Rubus hercynicus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus hilsianus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus hirsutior";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"*";NA
"Rubus hirtifolius";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus hirtus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus hostilis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus hypomalacus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus ignoratus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus imbricatus";NA;NA;NA;NA;NA;"native";"es";"=";"R";"G";NA
"Rubus imitans";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus immodicus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus incarnatus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"kN";NA
"Rubus indusiatus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus infestus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Rubus insericatus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus insolatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus insulariopsis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus insularis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus integribasis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus juvenis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus jansenii";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus kiesewetteri";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus klimmekianus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus koehleri";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus laevicaulis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus langei";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus lasiandrus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus latiarcuatus";NA;NA;NA;NA;NA;"native";"s";"=";"V";"*";NA
"Rubus leiningeri";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus leptothyrsos";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus leucandrus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus libertianus";NA;NA;NA;NA;NA;"native";"es";"?";"1";"R";NA
"Rubus lindebergii";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*";NA
"Rubus lindleyanus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus lividus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus loehrii";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus lusaticus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"G";NA
"Rubus maassii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus macer";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus macranthelos";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus macrodontus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus macrophyllus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus macrostachys";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus macrothyrsus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus marianus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*";NA
"Rubus marssonianus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus meierottii";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus melanoxylon";NA;NA;NA;NA;NA;"native";"s";"=";"*";"G";NA
"Rubus micans";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"G";NA
"Rubus montanus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus morifolius";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus mucronulatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus muenteri";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus murrayi";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus myricae";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus naumannii";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus nemoralis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus neumannianus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus nuptialis";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Rubus oberdorferi";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus oblongifolius";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus obtusangulus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"G";NA
"Rubus occultiglans";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus oenensis";NA;NA;NA;NA;NA;"native";"s";"?";"*";"*";NA
"Rubus omalodontus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus opacus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus oreades";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus palaefolius";NA;NA;NA;NA;NA;"native";"ss";"?";"G";"nb";NA
"Rubus pallidifolius";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"3";NA
"Rubus pallidus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus pannosus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus parthenocissus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus passaviensis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus pedica";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus pericrispatus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus perpedatus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus perperus";NA;NA;NA;NA;NA;"native";"s";"?";"D";"kN";NA
"Rubus perrobustus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus pervirescens";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus phyllostachys";NA;NA;NA;NA;NA;"native";"mh";"(<)";"G";"*";NA
"Rubus phyllothyrsos";NA;NA;NA;NA;NA;"native";"es";"<";"1";"2";NA
"Rubus picearum";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus platyacanthus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus platycephalus";NA;NA;NA;NA;NA;"native";"es";"(<)";"1";"kN";NA
"Rubus poliothyrsus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus polyanthemus";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Rubus pottianus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus praestans";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus praticolor";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus procerus";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";"shrub"
"Rubus pseudargenteus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus pseudolusaticus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"kN";NA
"Rubus pseudothyrsanthus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*";NA
"Rubus pulchricaulis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus psilops";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Rubus pyramidatus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Rubus radula";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus raduloides";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus rhombifolius";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"R";NA
"Rubus ripuaricus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus roberti";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus rosaceus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus ruborensis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"kN";NA
"Rubus rubrumcadaver";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus rudis";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus rufescens";NA;NA;NA;NA;NA;"native";"es";"=";"1";"R";NA
"Rubus salisburgensis";NA;NA;NA;NA;NA;"native";"s";"?";"*";"*";NA
"Rubus saxicola";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus saxonicus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus scaber";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"1";"shrub"
"Rubus schlechtendalii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus schlechtendaliiformis";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"3";NA
"Rubus schleicheri";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus schleicheriformis";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus schlickumii";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus schorleri";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus schumacheri";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus sciocharis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus scissoides";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"*";NA
"Rubus scissus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus senticosus";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";"shrub"
"Rubus sieberi";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Rubus siekensis";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Rubus silvae-bavaricae";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus silvae-bohemicae";NA;NA;NA;NA;NA;"native";"s";"?";"D";"kN";NA
"Rubus silvae-norticae";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus silvae-thuringiae";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus silvaticus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Rubus sorbicus";NA;NA;NA;NA;NA;"native";"s";"(<)";"G";"G";"shrub"
"Rubus speculatus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus spina-curva";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus spinulatus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus sprengelii";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus stereacanthos";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus stimulifer";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN";NA
"Rubus stormanicus";NA;NA;NA;NA;NA;"native";"es";"<";"2";"3";NA
"Rubus striaticaulis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus sulcatus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus tabanimontanus";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"kN";NA
"Rubus tauni";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus tereticaulis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Rubus teretiusculus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Rubus thelybatos";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus thuringensis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN";NA
"Rubus transvestitus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus trichanthus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Rubus ulmifolius";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";"shrub"
"Rubus umbrosus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Rubus uncimontanus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Rubus vestitus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"shrub"
"Rubus viscosus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Rubus walteri";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN";NA
"Rubus winteri";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus wirtgenii";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Rubus wittigianus";NA;NA;NA;NA;NA;"native";"ss";">";"*";"kN";NA
"Rumex acetosa";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"herb"
"Rumex acetosella";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"herb"
"Rumex alpinus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";"herb"
"Rumex aquaticus";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";"herb"
"Rumex arifolius";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"herb"
"Rumex confertus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";"herb"
"Rumex conglomeratus";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"herb"
"Rumex crispus";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"herb"
"Rumex × heterophyllus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Rumex hydrolapathum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"herb"
"Rumex longifolius";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"herb"
"Rumex maritimus";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";"herb"
"Rumex nivalis";NA;NA;NA;NA;NA;"native";"es";"=";"R";"*";"herb"
"Rumex obtusifolius";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"herb"
"Rumex palustris";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";"herb"
"Rumex pulcher";NA;NA;NA;NA;NA;"native";"s";"=";"*";"kN";"herb"
"Rumex sanguineus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"herb"
"Rumex scutatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"herb"
"Rumex stenophyllus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"herb"
"Rumex thyrsiflorus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";"herb"
"Rumex triangulivalvis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"herb"
"Ruppia maritima";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";"herb"
"Sagina apetala";NA;NA;NA;NA;NA;"native";"s";"<";"3";"V";"herb"
"Sagina micropetala";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"V";"herb"
"Sagina maritima";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";"herb"
"Sagina nodosa";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";"herb"
"Sagina procumbens";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"herb"
"Sagina saginoides";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"herb"
"Salicornia europaea";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"herb"
"Salicornia procumbens";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"herb"
"Salix × ambigua";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Salix appendiculata";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";"shrub"
"Salix aurita";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"shrub"
"Salix bicolor";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"0";"shrub"
"Salix caesia";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Salix caprea";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"shrub"
"Salix cinerea";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";"shrub"
"Salix eleagnos";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
