Vernacular_name;Species;Genus;Author
Löwenmaul;Weiches L.;Antirrhinum;L.
Asarine, Maurandie;Liegende A.;Asarina;MILL.
Asarine, Maurandie;Kletter-A.;Asarina;MILL.
Asarine, Maurandie;Rosenrote A.;Asarina;MILL.
Fünferling;Roter F.;Phygelius;E.
Fünferling;Gelber F.;Phygelius;E.
Fünferling;Windender F.;Phygelius;E.
Collinsie;Zweifarbige C.;Collinsia;NUTT.
Collinsie;Großblütige C.;Collinsia;NUTT.
Schildblume, Schlangenkopf;Schiefe Sch., Miesmäulchen;Chelone;L.
Schildblume, Schlangenkopf;Glatte Sch.;Chelone;L.
Schildblume, Schlangenkopf;Große Sch.;Chelone;L.
Bartfaden;Menzies-B.;Penstemon;SCHMIDEL
Bartfaden;Strauchiger B.;Penstemon;SCHMIDEL
Bartfaden;Fels-B.;Penstemon;SCHMIDEL
Bartfaden;Rasiger B.;Penstemon;SCHMIDEL
Bartfaden;Nadelblättriger B.;Penstemon;SCHMIDEL
Bartfaden;Alpen-B.;Penstemon;SCHMIDEL
Bartfaden;Schmuck-B.;Penstemon;SCHMIDEL
Bartfaden;Gelber B.;Penstemon;SCHMIDEL
Bartfaden;Fingerhut-B.;Penstemon;SCHMIDEL
Bartfaden;Roter B.;Penstemon;SCHMIDEL
Bartfaden;Verschiedenblättriger B.;Penstemon;SCHMIDEL
Bartfaden;Glatter B.;Penstemon;SCHMIDEL
Bartfaden;Einseitswendiger B.;Penstemon;SCHMIDEL
Bartfaden;Behaarter B.;Penstemon;SCHMIDEL
Bartfaden;Glockiger B.;Penstemon;SCHMIDEL
Bartfaden;Sägeblättriger B.;Penstemon;SCHMIDEL
Schneeflockenblume;Herzblättrige Sch.;Sutera;ROTH
Gauklerblume;Strauchige G.;Mimulus;L.
Gauklerblume;Blaue G.;Mimulus;L.
Gauklerblume;Kupferrote G.;Mimulus;L.
Gauklerblume;Gefleckte G.;Mimulus;L.
Gauklerblume;Gelbe G.;Mimulus;L.
Gauklerblume;Moschus-G.;Mimulus;L.
Gauklerblume;Scharlachrote G.;Mimulus;L.
Gauklerblume;Klebrige G.;Mimulus;L.
Torenie;Fournier-T.;Torenia;L.
Lippenmäulchen;Zwerg-L.;Mazus;LOUR.
Lippenmäulchen;Kriechendes L.;Mazus;LOUR.
Lippenmäulchen;Einjähriges L.;Mazus;LOUR.
Ehrenpreis;Virginischer E.;Veronica;L.
Ehrenpreis;Enzian-E.;Veronica;L.
Ehrenpreis;Bach-E., Bachbunge;Veronica;L.
Ehrenpreis;Österreichischer E.;Veronica;L.
Ehrenpreis;Jacquin-E.;Veronica;L.
Ehrenpreis;Großer E.;Veronica;L.
Ehrenpreis;Gamander-E.;Veronica;L.
Ehrenpreis;Nesselblättriger E.;Veronica;L.
Ehrenpreis;Faden-E.;Veronica;L.
Ehrenpreis;Schmidt-E.;Veronica;L.
Ehrenpreis;Armenischer E.;Veronica;L.
Ehrenpreis;Seidiger E.;Veronica;L.
Ehrenpreis;Schösslings-E.;Veronica;L.
Ehrenpreis;Poleiblättriger E.;Veronica;L.
Ehrenpreis;Graublättriger E.;Veronica;L.
Ehrenpreis;Rasiger E.;Veronica;L.
Ehrenpreis;Blattloser E.;Veronica;L.
Ehrenpreis;Halbstrauch-E.;Veronica;L.
Ehrenpreis;Felsen-E.;Veronica;L.
Ehrenpreis;Allioni-E.;Veronica;L.
Ehrenpreis;Kriechender E.;Veronica;L.
Ehrenpreis;Orientalischer E.;Veronica;L.
Ehrenpreis;Liegender E.;Veronica;L.
Blauweiderich;Silbergrauer B.;Pseudolysimachion;OPIZ
Blauweiderich;Ähren-B.;Pseudolysimachion;OPIZ
Blauweiderich;Langblättriger B.;Pseudolysimachion;OPIZ
Blauweiderich;Rispen-B.;Pseudolysimachion;OPIZ
Strauchehrenpreis;Ockergelber St.;Hebe;COMM.
Strauchehrenpreis;Zypressen-St.;Hebe;COMM.
Strauchehrenpreis;Hektor- St.;Hebe;COMM.
Strauchehrenpreis;Buchsblättriger St.;Hebe;COMM.
Strauchehrenpreis;Kurzröhriger St.;Hebe;COMM.
Strauchehrenpreis;Dickblättriger St.;Hebe;COMM.
Strauchehrenpreis;Graublättriger St.;Hebe;COMM.
Frühlingsschelle;Stern-F.;Synthyris;BENTH.
Frühlingsschelle;Fingerhut;Synthyris;BENTH.
Frühlingsschelle;Roter F.;Synthyris;BENTH.
Frühlingsschelle;Großblütiger F.;Synthyris;BENTH.
Frühlingsschelle;Gelber F.;Synthyris;BENTH.
Frühlingsschelle;Wolliger F.;Synthyris;BENTH.
Frühlingsschelle;Rostfarbiger F.;Synthyris;BENTH.
Kühtritt;Kärntner K.;Wulfenia;JACQ.
Kühtritt;Albanischer K.;Wulfenia;JACQ.
Kühtritt;Himalaja-K.;Wulfenia;JACQ.
Steinbalsam;Alpen-S.;Erinus;L.
Sommerwurz;Efeu-S.;Orobanche;L.
Kugelblume;Herzblättrige K.;Globularia;L.
Kugelblume;Zwerg-K., Kriechende K.;Globularia;L.
Kugelblume;Fadenblütige K.;Globularia;L.
Kugelblume;Nacktstängel-K.;Globularia;L.
Kugelblume;Echte K.;Globularia;L.
Schönranke;Schönranke;Eccremocarpus;RUIZ
Freilandgloxinie;Zentralasiatische F.;Incarvillea;JUSS.
Freilandgloxinie;Gedrungene F.;Incarvillea;JUSS.
Freilandgloxinie;Himalaja-F.;Incarvillea;JUSS.
Freilandgloxinie;Yunnan-F.;Incarvillea;JUSS.
Freilandgloxinie;Chinesische F.;Incarvillea;JUSS.
Freilandgloxinie;Scharfe F.;Incarvillea;JUSS.
Freilandgloxinie;Turkestanische F.;Incarvillea;JUSS.
Thunbergie;Geflügelte Th., Schwarzäugige Susanne;Thunbergia;RETZ.
Ruellie, Wilde Petunie;Behaarte R.;Ruellia;L.
Ruellie, Wilde Petunie;Kahle R.;Ruellia;L.
Strobilanthe, Zapfenblume;Nesselblättrige S.;Strobilanthes;BLUME
Strobilanthe, Zapfenblume;Wallich-S.;Strobilanthes;BLUME
Akanthus;Dioskurides-A.;Acanthus;L.
Akanthus;Ungarischer A.;Acanthus;L.
Akanthus;Behaarter A.;Acanthus;L.
Akanthus;Behaarter A.;Acanthus;L.
Akanthus;Dorniger A.;Acanthus;L.
Akanthus;Ungarischer A.;Acanthus;L.
Akanthus;Weicher A.;Acanthus;L.
Gämshorn;Gämshorn;Proboscidea;SCHMIDEL
Gämshorn;Lousiana-G., Gewöhnliche Teufelsklaue;Proboscidea;SCHMIDEL
Gämshorn;Duftendes G.;Proboscidea;SCHMIDEL
Einhornpflanze;Gelbe E.;Ibicella;VAN
Martynie;Einjährige M.;Martynia;L.
Felsenteller;Pyrenäen-F.;Ramonda;RICH.
Felsenteller;Nathalia-F. – R. nathaliae PANČIĆ et PETROVIČ;Ramonda;RICH.
Jankäa;Thessalische J.;Jancaea;BOISS.
Haberlee;Rhodopen-H.;Haberlea;FRIV.
Haberlee;Ferdinand-von-Coburg-H.;Haberlea;FRIV.
Petrocosmee;Assam-P.;Petrocosmea;OLIV.
Drehfrucht;Felsen-D., Falsches Afrikanisches Veilchen;Streptocarpus;LINDL.
Fettkraut;Alpen-F.;Pinguicula;L.
Fettkraut;Echtes F.;Pinguicula;L.
Fettkraut;Dünnsporniges F.;Pinguicula;L.
Fettkraut;Großblütiges F.;Pinguicula;L.
Fettkraut;Langblättriges F.;Pinguicula;L.
Fettkraut;Sumpfschraubenblättriges F.;Pinguicula;L.
Wegerich;Sand-W.;Plantago;L.
Wegerich;Spitz-W.;Plantago;L.
Wegerich;Schnee-W.;Plantago;L.
Losbaum;Losbaum;Clerodendrum;L.
Losbaum;Ostafrikanischer L.;Clerodendrum;L.
Wandelröschen;Wandelröschen;Lantana;L.
Teppichverbene, Phyle;Knotenblütige T.;Phyla;LOUR.
Zitronenstrauch;Zitronenstrauch;Aloysia;ORTEGA
Verbene;Moos-V.;Verbena;L.
Verbene;Rosen-V.;Verbena;L.
Verbene;Dakota-V.;Verbena;L.
Verbene;Ausläufer-V.;Verbena;L.
Verbene;Argentinische V.;Verbena;L.
Verbene;Eichenblättrige V.;Verbena;L.
Verbene;Garten-V.;Verbena;L.
Bartblume;Hybrid-Bartblume;Caryopteris;BUNGE
Gamander;Salbei-G.;Teucrium;L.
Gamander;Hyrkanischer G.;Teucrium;L.
Gamander;Edel-G.;Teucrium;L.
Gamander;Bastard-Gamander;Teucrium;L.
Gamander;Berg-G.;Teucrium;L.
Gamander;Pyrenäen-G.;Teucrium;L.
Gamander;Polei-G., Marienkraut;Teucrium;L.
Gamander;Günsel;Teucrium;L.
Gamander;Kriech-G.;Teucrium;L.
Gamander;Heide-G.;Teucrium;L.
Gamander;Pyramiden-G.;Teucrium;L.
Rosmarin;Rosmarin;Rosmarinus;L.
Basilienkraut, Basilikum;Basilienkraut;Ocimum;L.
Harfenstrauch;Ambon-H., Jamaikathymian;Plectranthus;L’HÉR.
Harfenstrauch;Hunds-H.;Plectranthus;L’HÉR.
Harfenstrauch;Schlechter-H.;Plectranthus;L’HÉR.
Harfenstrauch;Schmuck-H.;Plectranthus;L’HÉR.
Harfenstrauch;Forster-H., Schwedischer Efeu, Weihrauchkraut;Plectranthus;L’HÉR.
Harfenstrauch;Echter H., Mottenkönig;Plectranthus;L’HÉR.
Harfenstrauch;Kerzen-H.;Plectranthus;L’HÉR.
Harfenstrauch;Sackförmiger H.;Plectranthus;L’HÉR.
Buntnessel;Buntnessel;Solenostemon;THONN.
Lavendel;Echter L.;Lavandula;L.
Lavendel;Schopf-L.;Lavandula;L.
Lavendel;Französischer L.;Lavandula;L.
Elsholtzie, Kammminze;Elsholtzie, Chinesische K.;Elsholtzia;WILLD.
Schwarznessel;Schwarznessel;Perilla;L.
Minze;Hirsch-M.;Mentha;L.
Minze;Korsische M., Zarte M.;Mentha;L.
Minze;Polei-M.;Mentha;L.
Minze;Wasser-M.;Mentha;L.
Minze;Quirl-M.;Mentha;L.
Minze;Dalmatiner M.;Mentha;L.
Minze;Kärntner M.;Mentha;L.
Minze;Edel-M.;Mentha;L.
Minze;Rote M.;Mentha;L.
Minze;Pfeffer-M.;Mentha;L.
Minze;Liebliche M.;Mentha;L.
Minze;Grüne M.;Mentha;L.
Minze;Rundblättrige M.;Mentha;L.
Minze;Zottige M., Apfel-M.;Mentha;L.
Minze;Ross-M.;Mentha;L.
Minze;Falsche Apfel-M.;Mentha;L.
Minze;Gezähnte M.;Mentha;L.
Wolfstrapp;Ufer-W.;Lycopus;L.
Ysop;Ysop;Hyssopus;L.
Dost;Amanus-D.;Origanum;L.
Dost;Gewöhnlicher D., Oregano;Origanum;L.
Dost;Diptam-D., Kreta-D.;Origanum;L.
Dost;Griechischer D.;Origanum;L.
Dost;Rundblättriger D.;Origanum;L.
Majoran;Majoran;Majorana;MILL.
Thymian, Quendel;Zottiger Th.;Thymus;L.
Thymian, Quendel;Dünnhäutiger Th.;Thymus;L.
Thymian, Quendel;Polster-Th.;Thymus;L.
Thymian, Quendel;Echter Th., Gewürz-Th.;Thymus;L.
Thymian, Quendel;Spanischer Th.;Thymus;L.
Thymian, Quendel;Zitronen-Th.;Thymus;L.
Thymian, Quendel;Schillernder Th., Azoren-Th.;Thymus;L.
Thymian, Quendel;Krainer Th.;Thymus;L.
Thymian, Quendel;Arznei-Th., Feld-Th.;Thymus;L.
Thymian, Quendel;Insel-Th.;Thymus;L.
Thymian, Quendel;Korsischer Th.;Thymus;L.
Thymian, Quendel;Steppen-Th., Pannonischer Th.;Thymus;L.
Thymian, Quendel;Österreichischer Th.;Thymus;L.
Thymian, Quendel;Innsbrucker Th., Tiroler Th.;Thymus;L.
Thymian, Quendel;Thrakischer Th., Langzahn-Th.;Thymus;L.
Thymian, Quendel;Dalmatiner Th., Langstängel-Th.;Thymus;L.
Thymian, Quendel;Elfin-Th.;Thymus;L.
Thymian, Quendel;Sand-Th;Thymus;L.
Thymian, Quendel;Alpen-Th.;Thymus;L.
Thymian, Quendel;Frühblühender Th., Kriech-Th.;Thymus;L.
Thymian, Quendel;Britischer Th.;Thymus;L.
Melisse;Zitronen-M.;Melissa;L.
Bohnenkraut;Echtes B., Sommer-B.;Satureja;L.
Bohnenkraut;Winter-B.;Satureja;L.
Bergminze;Großblütige B.;Calamintha;MILL.
Bergminze;Wald-B.;Calamintha;MILL.
Bergminze;Kleinblütige B.;Calamintha;MILL.
Bergminze;Österreichische B.;Calamintha;MILL.
Drachenmaul;Pyrenäen-D.;Horminum;L.
Andorn;Gewöhnlicher A.;Marrubium;L.
Andorn;Samtiger A.;Marrubium;L.
Andorn;Griechischer A.;Marrubium;L.
Andorn;Aschgrauer A.;Marrubium;L.
Andorn;Spanischer A.;Marrubium;L.
Riesenysop, Duftnessel;Mexikanischer R.;Agastache;CLAYTON
Riesenysop, Duftnessel;Arizona-R.;Agastache;CLAYTON
Riesenysop, Duftnessel;Felsen-R.;Agastache;CLAYTON
Riesenysop, Duftnessel;Moskito-R.;Agastache;CLAYTON
Riesenysop, Duftnessel;Brennnesselblättriger R.;Agastache;CLAYTON
Riesenysop, Duftnessel;Gelblichblühender R.;Agastache;CLAYTON
Riesenysop, Duftnessel;Anis-R., Duftnessel;Agastache;CLAYTON
Riesenysop, Duftnessel;Ostasiatischer R.;Agastache;CLAYTON
Katzenminze;Himalaja-K.;Nepeta;L.
Katzenminze;Kaschmir-K.;Nepeta;L.
Katzenminze;Sibirische K.;Nepeta;L.
Katzenminze;Japanische K.;Nepeta;L.
Katzenminze;Zitronen-K.;Nepeta;L.
Katzenminze;Kaschmir-K.;Nepeta;L.
Katzenminze;Großblütige K.;Nepeta;L.
Katzenminze;Zitronen-K.;Nepeta;L.
Katzenminze;Echte K.;Nepeta;L.
Katzenminze;Traubige K., Blauminze;Nepeta;L.
Katzenminze;Hybrid-K.;Nepeta;L.
Gundermann, Gundelrebe;Efeu-G.;Glechoma;L.
Gundermann, Gundelrebe;Rauhaariger G.;Glechoma;L.
Meehanie;Nesselblättrige M.;Meehania;BRITTON
Drachenkopf;Isabell-D.;Dracocephalum;L.
Drachenkopf;Forrest-D.;Dracocephalum;L.
Drachenkopf;Kaukasischer D.;Dracocephalum;L.
Drachenkopf;Österreichischer D.;Dracocephalum;L.
Drachenkopf;Nordischer D.;Dracocephalum;L.
Drachenkopf;Argun-D.;Dracocephalum;L.
Drachenkopf;Marokkanischer D.;Dracocephalum;L.
Drachenkopf;Fremdartiger D.;Dracocephalum;L.
Drachenkopf;Türkischer D.;Dracocephalum;L.
Drachenkopf;Felsen-D.;Dracocephalum;L.
Drachenkopf;Großblütiger D.;Dracocephalum;L.
Drachenkopf;Bauchiger D.;Dracocephalum;L.
Lallemantie;Schild-L.;Lallemantia;FISCH.
Lallemantie;Weißgraue L.;Lallemantia;FISCH.
Gelenkblume;Gelenkblume;Physostegia;BENTH.
Immenblatt;Immenblatt;Mellitis;L.
Ziest;Balkan-Z.;Stachys;L.
Ziest;Schneeweißer Z.;Stachys;L.
Ziest;Lavendelblättriger Z.;Stachys;L.
Ziest;Woll-Z., Eselsohr;Stachys;L.
Ziest;Heil-Z.;Stachys;L.
Ziest;Zottiger Z.;Stachys;L.
Ziest;Schneeweißer Z.;Stachys;L.
Ziest;Großblütiger Z.;Stachys;L.
Löwenohr;Löwenohr;Leonotis;(PERS.)
Brandkraut;Strauchiges B.;Phlomis;L.
Brandkraut;Russel-B.;Phlomis;L.
Brandkraut;Knollen-B.;Phlomis;L.
Brandkraut;Samos-B.;Phlomis;L.
Brandkraut;Kaschmir-B.;Phlomis;L.
Muschelblume;Muschelblume;Moluccella;L.
Taubnessel;Großblütige T.;Lamium;L.
Taubnessel;Gargano-T.;Lamium;L.
Taubnessel;Weiße T.;Lamium;L.
Taubnessel;Gefleckte T.;Lamium;L.
Goldnessel;Goldnessel;Galeobdolon;ADANS.
Braunelle;Großblütige B.;Prunella;L.
Braunelle;Weiße B.;Prunella;L.
Braunelle;Gewöhnliche B.;Prunella;L.
Braunelle;Ysopblättrige B.;Prunella;L.
Monarde, Indianernessel;Punktierte M.;Monarda;L.
Monarde, Indianernessel;Zitronen-M.;Monarda;L.
Monarde, Indianernessel;Russel-M.;Monarda;L.
Monarde, Indianernessel;Scharlach-M., Goldmelisse;Monarda;L.
Monarde, Indianernessel;Wilde M.;Monarda;L.
Perowskie;Fiederschnittige P., Eberrauten-P.;Perovskia;KAR.
Perowskie;Silber-P., Meldenblättrige P.;Perovskia;KAR.
Salbei;Mazedonischer S.;Salvia;L.
Salbei;Kleb-S.;Salvia;L.
Salbei;Echter S.;Salvia;L.
Salbei;Filziger S.;Salvia;L.
Salbei;Quirl-S.;Salvia;L.
Salbei;Mexikanischer S.;Salvia;L.
Salbei;Glänzender S.;Salvia;L.
Salbei;Mehl-S.;Salvia;L.
Salbei;Peruanischer S.;Salvia;L.
Salbei;Glänzender S.;Salvia;L.
Salbei;Scharlachroter S.;Salvia;L.
Salbei;Ananas-S., Honigmelonen-S.;Salvia;L.
Salbei;Nickender S.;Salvia;L.
Salbei;Buntschopf-S.;Salvia;L.
Salbei;Ungarischer S.;Salvia;L.
Salbei;Steppen-S;Salvia;L.
Salbei;Wiesen-S.;Salvia;L.
Salbei;Muskateller-S.;Salvia;L.
Salbei;Wiesen-S.;Salvia;L.
Salbei;Silberblatt-S.;Salvia;L.
Salbei;Reinweißblütiger S.;Salvia;L.
Helmkraut;Alpen-H.;Scutellaria;L.
Helmkraut;Orient-H.;Scutellaria;L.
Helmkraut;Chinesisches H., Baikal-H.;Scutellaria;L.
Helmkraut;Hohes H.;Scutellaria;L.
Helmkraut;Weißgraues H.;Scutellaria;L.
Fächerblume, Spaltglocke;Blauviolette F.;Scaevola;L.
Fächerblume, Spaltglocke;Hooker-F.;Scaevola;L.
Fächerblume, Spaltglocke;Ringelblumen-F.;Scaevola;L.
Glockenblume;Knäuel-G.;Campanula;L.
Glockenblume;Strauß-G.;Campanula;L.
Glockenblume;Krainer Strauß-G.;Campanula;L.
Glockenblume;Ährige G.;Campanula;L.
Glockenblume;Marien-G.;Campanula;L.
Glockenblume;Pyrenäen-G.;Campanula;L.
Glockenblume;Pfirsichblättrige G.;Campanula;L.
Glockenblume;Große Pfirsichblättrige G.;Campanula;L.
Glockenblume;Rapunzel-G.;Campanula;L.
Glockenblume;Wiesen-G.;Campanula;L.
Glockenblume;Pyramiden-G.;Campanula;L.
Glockenblume;Verschiedenfarbige G.;Campanula;L.
Glockenblume;Karpaten-G.;Campanula;L.
Glockenblume;Punktierte G.;Campanula;L.
Glockenblume;Korea-G.;Campanula;L.
Glockenblume;Knoblauchraukenblättrige G.;Campanula;L.
Glockenblume;Sarmatische G.;Campanula;L.
Glockenblume;Riesen-G.;Campanula;L.
Glockenblume;Acker-G.;Campanula;L.
Glockenblume;Breitblättrige G.;Campanula;L.
Glockenblume;Nesselblättrige G.;Campanula;L.
Glockenblume;Grossek-G.;Campanula;L.
Glockenblume;Punktierte G.;Campanula;L.
Glockenblume;Birkenblättrige G.;Campanula;L.
Glockenblume;Kaukasus-G.;Campanula;L.
Glockenblume;Berghügel-G.;Campanula;L.
Glockenblume;Alpen-G.;Campanula;L.
Glockenblume;Bärtige G.;Campanula;L.
Glockenblume;Seealpen-G., Allioni-G.;Campanula;L.
Glockenblume;Chamisso-G.;Campanula;L.
Glockenblume;Gänseblümchenblättrige G.;Campanula;L.
Glockenblume;Dreizähnige G.;Campanula;L.
Glockenblume;Aucher-G.;Campanula;L.
Glockenblume;Bieberstein-G.;Campanula;L.
Glockenblume;Steinbrech-G.;Campanula;L.
Glockenblume;Zois-G.;Campanula;L.
Glockenblume;Ausgeschnittene G.;Campanula;L.
Glockenblume;Dunkle G.;Campanula;L.
Glockenblume;Mt. Cenis-G.;Campanula;L.
Glockenblume;Insubrische G., Rainer-G.;Campanula;L.
Glockenblume;Dolomiten-G.;Campanula;L.
Glockenblume;Oviedo-G.;Campanula;L.
Glockenblume;Piper-G.;Campanula;L.
Glockenblume;Dalmatiner G.;Campanula;L.
Glockenblume;Hängepolster-G., Poscharsky-G.;Campanula;L.
Glockenblume;Stern-G.;Campanula;L.
Glockenblume;Zerbrechliche G.;Campanula;L.
Glockenblume;Sternpolster-G., Gargano-G.;Campanula;L.
Glockenblume;Fenster-G.;Campanula;L.
Glockenblume;Lombardische G.;Campanula;L.
Glockenblume;Piemonteser G.;Campanula;L.
Glockenblume;Waldstein-G.;Campanula;L.
Glockenblume;Tommasini-G.;Campanula;L.
Glockenblume;Rundblättrige G.;Campanula;L.
Glockenblume;Rasen-G.;Campanula;L.
Glockenblume;Zwerg-G.;Campanula;L.
Glockenblume;Scheuchzer-G.;Campanula;L.
Glockenblume;Leinblatt-G., Karnische G.;Campanula;L.
Steinglocke;Wanner-St.;Symphyandra;A. DC.
Steinglocke;Kretische St.;Symphyandra;A. DC.
Steinglocke;Hofmann-St., Bosnische St.;Symphyandra;A. DC.
Steinglocke;Zangezur-St.;Symphyandra;A. DC.
Steinglocke;Hängende St.;Symphyandra;A. DC.
Steinglocke;Armenische St.;Symphyandra;A. DC.
Schellenblume;Dreiblättrige Sch., Quirlige Sch.;Adenophora;FISCH.
Schellenblume;Lilienblättrige Sch.;Adenophora;FISCH.
Schellenblume;Bulley-Sch.;Adenophora;FISCH.
Schellenblume;Verkannte Sch.;Adenophora;FISCH.
Schellenblume;Potanin-Sch.;Adenophora;FISCH.
Schellenblume;Dreispitzige Sch.;Adenophora;FISCH.
Schellenblume;Tashiro-Sch.;Adenophora;FISCH.
Schellenblume;Nikko-Sch.;Adenophora;FISCH.
Frauenspiegel, Venusspiegel;Fünfkantiger F.;Legousia;DURANDE
Frauenspiegel, Venusspiegel;Echter F.;Legousia;DURANDE
Türkenglocke, Michauxie;Gewöhnliche T.;Michauxia;L’HÉR.
Halskraut;Blaues H.;Trachelium;L.
Halskraut;Jacquin-H.;Trachelium;L.
Halskraut;Waldmeister-H.;Trachelium;L.
Teufelskralle, Rapunzel;Halbkugelige T.;Phyteuma;L.
Teufelskralle, Rapunzel;Niedrige T., Niedrige Rapunzel;Phyteuma;L.
Teufelskralle, Rapunzel;Kugel-T., Kopfige T.;Phyteuma;L.
Teufelskralle, Rapunzel;Scheuchzer-T.;Phyteuma;L.
Teufelskralle, Rapunzel;Apenninen-T.;Phyteuma;L.
Teufelskralle, Rapunzel;Ährige T.;Phyteuma;L.
Teufelskralle, Rapunzel;Schwarze T.;Phyteuma;L.
Teufelskralle, Rapunzel;Eirunde T., Haller-T.;Phyteuma;L.
Teufelskralle, Rapunzel;Ziestblättrige T.;Phyteuma;L.
Schopfteufelskralle;Schopfteufelskralle;Physoplexis;SCHUR
Glockenwinde, Tigerglocke;Eiblättrige T.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Bulley-T.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Waldreben-T.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Gewöhnliche Glockenwinde;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Immergrünblütige G.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Forrest-G.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Hubei-G.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Lanzettblättrige G.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Ussurische G.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Gescheckte T.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Rundblättrige T.;Codonopsis;WALL.
Glockenwinde, Tigerglocke;Grünblütige T.;Codonopsis;WALL.
Blauröhre;Delavay-B.;Cyananthus;WALL.
Blauröhre;Hübsche B.;Cyananthus;WALL.
Blauröhre;Aufgeblasene B.;Cyananthus;WALL.
Blauröhre;Gelappte B.;Cyananthus;WALL.
Blauröhre;Kleinblättrige B.;Cyananthus;WALL.
Blauröhre;Sheriff-B.;Cyananthus;WALL.
Blauröhre;Graue B.;Cyananthus;WALL.
Blauröhre;Großkelch-B.;Cyananthus;WALL.
Blauröhre;Langblütige B.;Cyananthus;WALL.
Moorglöckchen;Kap-Moorglöckchen;Wahlenbergia;SCHRAD.
Moorglöckchen;Efeu-M.;Wahlenbergia;SCHRAD.
Büschelglocke, Krugglocke;Zwerg-B.;Edraianthus;(A.
Büschelglocke, Krugglocke;Dinarische B.;Edraianthus;(A.
Büschelglocke, Krugglocke;Quendelblättrige B.;Edraianthus;(A.
Büschelglocke, Krugglocke;Dalmatiner B.;Edraianthus;(A.
Büschelglocke, Krugglocke;Grasartige B.;Edraianthus;(A.
Büschelglocke, Krugglocke;Schmalblättrige B.;Edraianthus;(A.
Jasione, Sandknöpfchen;Sandknöpfchen, Berg-Jasione, Schafrapunzel;Jasione;L.
Jasione, Sandknöpfchen;Ausdauernde J.;Jasione;L.
Jasione, Sandknöpfchen;Krause J.;Jasione;L.
Ballonblume, Ballonglocke;Großblütige B.;Platycodon;A. DC.
Teppichlobelie, Pratie;Kantige T.;Pratia;GAUDICH.
Teppichlobelie, Pratie;Gestielte T., Blauer Bubikopf;Pratia;GAUDICH.
Laurentie;Felsen-Laurentie;Laurentia;ADANS.
Lobelie;Zarte L.;Lobelia;L.
Lobelie;Kap-L.;Lobelia;L.
Lobelie;Blaue L., Männertreu;Lobelia;L.
Lobelie;Kardinals-L.;Lobelia;L.
Lobelie;Leuchtende L.;Lobelia;L.
Lobelie;Glänzende L.;Lobelia;L.
Lobelie;Blaue Kardinals-L.;Lobelia;L.
Lobelie;Küsten-L.;Lobelia;L.
Lobelie;Aufgeblasene L.;Lobelia;L.
Lobelie;Schöne L.;Lobelia;L.
Lobelie;Gerard-L.;Lobelia;L.
Scheinaster, Vernonie;Hohe Sch.;Veronia;SCHERB.
Scheinaster, Vernonie;New York-Sch.;Veronia;SCHERB.
Scheinaster, Vernonie;Arkansas-Sch.;Veronia;SCHERB.
Scheinaster, Vernonie;Büschlige Sch.;Veronia;SCHERB.
Kornblumenaster, Stokesie;Kornblumenaster;Veronia;SCHERB.
Leberbalsam;Trugdoldiger L.;Ageratum;L.
Leberbalsam;Gewöhnlicher L.;Ageratum;L.
Leberbalsam;Mexikanischer L.;Ageratum;L.
Wasserdost, Wasserhanf, Natternwurz;Gewöhnlicher W., Kunigundenkraut;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Gefleckter W.;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Purpur-W.;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Blauer W., Himmelblaue Nebelblume;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Weißer W.;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Ungestielter W.;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Hoher W., Weiße Natternwurz;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Durchwachsener W.;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Duftender W.;Eupatorium;L.
Wasserdost, Wasserhanf, Natternwurz;Weißer W., Weiße Natternwurz;Eupatorium;L.
Mikanie;Kletter-Mikanie;Mikania;WILLD
Alpendost;Kahler A.;Adenostyles;CASS.
Alpendost;Graue Alpendost;Adenostyles;CASS.
Prachtscharte;Ährige P.;Liatris;GAERTN.
Prachtscharte;Prärie-P., Dickährige P;Liatris;GAERTN.
Prachtscharte;Grasblättrige P.;Liatris;GAERTN.
Prachtscharte;Kansas-P.;Liatris;GAERTN.
Prachtscharte;Zylindrische P.;Liatris;GAERTN.
Prachtscharte;Schöne P.;Liatris;GAERTN.
Gummikraut, Grindelie, Teerkraut;Schmalblättriges G.;Grindelia;WILLD.
Gummikraut, Grindelie, Teerkraut;Gewöhnliches G.;Grindelia;WILLD.
